circuit,model,p,regime,method,ideal,mu,sd,ci_lo,ci_hi,err,err_noisy,impr
depth_d5,combined,0.036,mid,richardson,-0.551953125,-0.4639322916666669,0.11649287767518327,-0.519010416666667,-0.40273437500000014,0.08802083333333316,0.304296875,0.7107402652973904
depth_d5,combined,0.036,mid,linear,-0.551953125,-0.3163194444444445,0.0465494741080676,-0.3419292534722223,-0.29422417534722234,0.23563368055555556,0.304296875,0.22564541434888039
depth_d5,combined,0.042,mid,richardson,-0.555859375,-0.4552083333333338,0.14408268417291634,-0.5286490885416674,-0.3803222656250003,0.10065104166666622,0.3330729166666667,0.6978107896794384
depth_d5,combined,0.042,mid,linear,-0.555859375,-0.29522569444444446,0.038560772838719976,-0.31506401909722226,-0.27647460937500007,0.2606336805555556,0.3330729166666667,0.2174876205368778
depth_d5,combined,0.048,mid,richardson,-0.545703125,-0.4343750000000005,0.1300255227099268,-0.5022200520833341,-0.3679394531250005,0.11132812499999944,0.35859374999999993,0.6895424836601322
depth_d5,combined,0.048,mid,linear,-0.545703125,-0.27960069444444446,0.04972859886951061,-0.3062065972222222,-0.25750868055555565,0.2661024305555555,0.35859374999999993,0.25792786250302596
depth_d5,combined,0.06,high,richardson,-0.558203125,-0.2852864583333335,0.17231015384112924,-0.3730468750000005,-0.2003776041666667,0.27291666666666653,0.4100260416666667,0.3343918704350591
depth_d5,combined,0.06,high,linear,-0.558203125,-0.21414930555555556,0.040086736005786355,-0.23355251736111116,-0.19434787326388894,0.34405381944444446,0.4100260416666667,0.16089763946226313
depth_d5,combined,0.075,high,richardson,-0.56328125,-0.3091145833333338,0.15595099428781392,-0.3829492187500007,-0.22812174479166694,0.25416666666666615,0.4451822916666666,0.42907282831237314
depth_d5,combined,0.075,high,linear,-0.56328125,-0.17790798611111117,0.04103144444339605,-0.19804687499999998,-0.15742078993055558,0.3853732638888888,0.4451822916666666,0.13434727503168575
depth_d5,combined,0.09,high,richardson,-0.549609375,-0.17773437500000017,0.10064186097090796,-0.22565755208333366,-0.12864257812500007,0.3718749999999998,0.45833333333333326,0.18863636363636396
depth_d5,combined,0.09,high,linear,-0.549609375,-0.11189236111111112,0.04101656653093353,-0.13316514756944442,-0.09144856770833334,0.43771701388888884,0.45833333333333326,0.04498106060606056
depth_d5,combined,0.105,high,richardson,-0.51640625,-0.1574218750000002,0.1278420401885993,-0.22839518229166716,-0.09426432291666671,0.35898437499999974,0.45234374999999993,0.20639032815198663
depth_d5,combined,0.105,high,linear,-0.51640625,-0.07686631944444447,0.05366756543586532,-0.10234700520833336,-0.04830729166666668,0.4395399305555555,0.45234374999999993,0.02830550758011893
depth_d5,combined,0.12,high,richardson,-0.533984375,-0.10598958333333354,0.13133070951832593,-0.17356770833333368,-0.042574869791666685,0.42799479166666643,0.49244791666666665,0.1308831306187207
depth_d5,combined,0.12,high,linear,-0.533984375,-0.07131076388888889,0.0285310463226135,-0.08494140625000002,-0.05615451388888894,0.46267361111111105,0.49244791666666665,0.06046183677066817
depth_d5,combined,0.135,high,richardson,-0.54453125,-0.08372395833333342,0.1015020519898971,-0.1375065104166669,-0.03631835937500001,0.4608072916666666,0.511328125,0.09880315762668718
depth_d5,combined,0.135,high,linear,-0.54453125,-0.04231770833333334,0.038828873115790134,-0.06193684895833334,-0.023696831597222228,0.5022135416666667,0.511328125,0.017825311942959072
depth_d5,combined,0.15,high,richardson,-0.5375,-0.07291666666666684,0.0992337860435385,-0.12330729166666697,-0.0252343750000002,0.4645833333333331,0.5264322916666666,0.11748701459312422
depth_d5,combined,0.15,high,linear,-0.5375,-0.016796875000000003,0.04987630732384597,-0.04192708333333333,0.00842122395833332,0.5207031249999999,0.5264322916666666,0.010883007667573599
